Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Matthew Wade (c),230193,c Patel b Boyce,66,29,7,3,227.59,0
Macalister Wright,816627,not out ,70,50,6,2,140.0,0
Jake Doran,605570,c Marsh b Mohammad Nabi,4,9,0,0,44.44,0
David Miller,321777,c †Harper b Boyce,11,13,0,0,84.62,0
Ben McDermott †,603410,not out ,38,19,1,3,200.0,0
Marcus Harris,434813,c Qais Ahmad b Rogers,2,8,0,0,25.0,1
Shaun Marsh,6683,c Miller b Qais Ahmad,56,30,4,4,186.67,1
Sam Harper †,772361,retired hurt ,6,5,1,0,120.0,1
Beau Webster,381329,c Rogers b Ellis,50,44,4,0,113.64,1
Mohammad Nabi,25913,c Wright b Rose,63,30,4,4,210.0,1
Dan Christian (c),4864,not out ,3,3,0,0,100.0,1
Samit Patel,18632,not out ,0,1,0,0,0.0,1
