Batsman_Name,Player_link,Bowler/Catcher,Runs,Balls,4s,6s,Strike_Rate,Innings
Temba Bavuma,372116, b Archer,13,10,2,0,130.0,0
Quinton de Kock (c)†,379143,c TK Curran b Jordan,30,18,3,1,166.67,0
Reeza Hendricks,269280, b Rashid,16,18,2,0,88.89,0
Faf du Plessis,44828,st †Buttler b Rashid,11,11,1,0,100.0,0
Rassie van der Dussen,337790,not out ,25,29,0,0,86.21,0
Heinrich Klaasen,436757,c Stokes b TK Curran,7,10,0,0,70.0,0
George Linde,481875,run out (Stokes/Jordan),29,20,2,1,145.0,0
Kagiso Rabada,550215,not out ,5,4,1,0,125.0,0
Jason Roy,298438,c Klaasen b Ngidi,14,19,2,0,73.68,1
Jos Buttler †,308967, b Shamsi,22,15,4,0,146.67,1
Dawid Malan,236489,c Hendricks b Ngidi,55,40,7,1,137.5,1
Jonny Bairstow,297433,c Hendricks b Shamsi,3,7,0,0,42.86,1
Ben Stokes,311158,c †de Kock b Shamsi,16,13,1,1,123.08,1
Eoin Morgan (c),24598,not out ,26,17,3,1,152.94,1
Sam Curran,662973, b Rabada,1,5,0,0,20.0,1
Chris Jordan,288992,not out ,3,3,0,0,100.0,1
