Bowler_Name,Player_Link,Over,Maiden,Runs,Wicket,Economy,0s,4s,6s,WD,NB,Innings
Mashrafe Mortaza,56007,10,0,65,3,6.50,23,5,1,5,0,0
Mustafizur Rahman,330902,10,0,55,2,5.50,33,8,0,1,0,0
Mehidy Hasan Miraz,629063,10,1,49,1,4.90,30,4,1,1,0,0
Taskin Ahmed,538506,8,1,50,1,6.25,26,3,1,5,0,0
Mahmudullah,56025,1,0,5,0,5.00,1,0,0,0,0,0
Shakib Al Hasan,56143,8,0,41,0,5.12,21,4,0,0,0,0
Mosaddek Hossain,550133,3,0,13,0,4.33,5,0,0,0,0,0
Nuwan Kulasekara,49535,7.3,0,37,4,4.93,27,6,0,0,0,1
Suranga Lakmal,49619,8,0,38,2,4.75,26,4,0,4,0,1
Dilruwan Perera,49920,10,1,47,2,4.70,36,2,1,2,0,1
Thisara Perera,233514,2,0,14,0,7.00,5,2,0,0,0,1
Asela Gunaratne,360456,2,0,16,0,8.00,2,2,0,0,0,1
Seekkuge Prasanna,268740,10,1,33,2,3.30,38,2,0,3,0,1
Milinda Siriwardana,222354,5,1,23,0,4.59,17,3,0,0,0,1
